utterance_id,transcription,emotion
Ses03F_script01_1_M046,"Now, Annie's in the middle of all that.",angry
Ses05F_impro02_M014,I don't understand why they would just do something like this?,angry
Ses01M_script03_2_F028,"On the contrary, a child two could get violently drunk on only one glass of brandy.",angry
Ses04M_impro05_M014,"No, no, because, look, I don't care what your policy says.  I mean--",angry
Ses04F_impro01_M014,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,angry
Ses02F_script02_2_M029,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?",angry
Ses04M_script03_2_M054,"You're a mean, evil minded",angry
Ses01F_script03_2_F026,"On the contrary, a child of two can get violently drunk on only one glass of brandy.",angry
Ses05M_script03_2_M029,"Oh, really?  How about a child of three, or child of six, what about a child of nine?",angry
Ses04M_impro05_M016,You--,angry
Ses02F_script01_2_M018,What have I got to hide?  What the hell is the matter with you Kate?,angry
Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,angry
Ses01M_script01_1_M041,I am thinking like that.,angry
Ses03M_impro05a_M028,Sir. Sir. Sir. Sir,angry
Ses01M_script01_1_F032,"Do you know what that'll do to you, to your father, do you know?  I don't.",angry
Ses03F_script01_2_F002,You don't travel seven hundred miles just to see.,angry
Ses04F_script01_1_F030,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,angry
Ses01F_impro05_F018,Do you understand who my husband is?,angry
Ses04F_impro08_F023,But I'm giving you what you want.,angry
Ses03M_impro01_M023,No.  I'm not going anywhere.  I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,angry
Ses04M_script03_2_F019,What?,angry
Ses01M_script03_2_M023,"You know what?  You snap, you snap, you snap you're like a little adder.",angry
Ses05F_impro02_M004,You got called up.,angry
Ses05F_script03_2_F031,They're away in Tunis.,angry
Ses03F_script03_2_M028,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,angry
Ses02F_impro01_F020,With your driver's license and your passport.  Just like everybody else.,angry
Ses04F_script02_1_F022,It's ridiculous.,angry
Ses02F_script03_2_M027,I'm not in the least drunk.,angry
Ses01F_script03_2_M033,"Will you turn that off, it's driving me mad.",angry
Ses03M_script01_1_F038,You're just going to leave the business?  You have a business here.  You can't do that.,angry
Ses03F_script03_2_M044,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",angry
Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",angry
Ses02F_script03_2_F038,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",angry
Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",angry
Ses01M_impro04_M023,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,angry
Ses04M_impro05_M044,"Yeah.  If you were really sorry, you'd give me the three checks.",angry
Ses03F_script01_2_F015,"Don't, don't laugh at me, don't laugh at me.",angry
Ses04F_script03_2_F043,"Oh, I hate you. It's a good thing that I found out in time what you're really like. Marry you again?  Never, never, never.",angry
Ses03M_script03_2_F001,Presents?  A trivial little broach.,angry
Ses01M_script01_1_F015,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",angry
Ses02M_impro01_M010,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",angry
Ses03F_script03_2_M038,Turn it off.,angry
Ses04F_script02_2_F034,"Oh, right, sure this is standing on the beach.  This is waiting.  This is fighting.",angry
Ses04M_script03_2_M034,You must have had a riotous time.,angry
Ses04M_script03_2_F051,"Never, never, never.  I'd rather die in torment. Beast brute.",angry
Ses01F_impro05_F008,Flight seven fourteen.,angry
Ses03M_script01_2_F000,Why did he invite her here?,angry
Ses03M_script03_2_M005,You let him kiss you. You said so.  What of it?,angry
Ses01F_impro05_F009,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",angry
Ses05M_script01_1_M034,"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York.",angry
Ses01M_script01_1_F017,Why?,angry
Ses04M_script01_1_M014,"For God's sake, three years.  Nobody comes back after three years.  It's insane.",angry
Ses01M_script01_1_F035,Are you crazy?,angry
Ses04M_impro05_M045,"So why don't we just do that and stop this nonsense, hmm?  Hmm?",angry
Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",angry
Ses02F_impro05_F006,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",angry
Ses04M_script03_2_M029,"Snap.  Oh, snap, snap, snap, like a little adder.",angry
Ses04F_impro01_F019,I'm testing your patience?,angry
Ses05F_impro02_M010,Where do you have to go?  Where are you going?,angry
Ses01F_impro01_F012,That's out of control.,angry
Ses01M_impro05_M028,I know what you guys do when you're not working you're union people; you just sit around on your ass.,angry
Ses02F_script03_2_F020,"Adders don't snap, they sting.",angry
Ses03F_impro05_F016,Give me--I'm going to talk to your supervisor. Give me your supervisor. I want to talk to your supervisor right now.,angry
Ses05F_impro05_F024,"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",angry
Ses01F_script01_1_F035,What the hell is this?,angry
Ses04M_script03_2_F041,Go away.  Go away.  I hate you.,angry
Ses02F_script03_2_F013,Don't be so stupid.,angry
Ses04F_script03_2_M008,"That's a nice point of view, I must say.",angry
Ses01M_impro05_M006,I've been sitting here for four hours.,angry
Ses04F_script01_1_M022,Sometimes you have a- Sometimes you have a talent for ignoring things.,angry
Ses04F_impro08_M018,You're going to fill out a form on your desk,angry
Ses04F_script03_2_M005,You let him kiss you.  You said you did.,angry
Ses04M_script01_1_F040,"Alright.  But just don't think like that because what the hell did we work for?  That's all for you, Chris.  The whole shooting match is just for you.",angry
Ses02F_script03_2_F036,You are far too temperamental.  Try to control yourself.,angry
Ses05M_script01_1_M020,"Oh, so it isn't just my business?",angry
Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,angry
Ses04F_script03_2_F037,Listen? Listen indeed.  I'm sick and tired of listening to you.  You damn sadistic bully.,angry
Ses03M_impro05a_M018,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,angry
Ses04F_script03_2_F042,"Oh, I am.  Let go of me.",angry
Ses01F_impro05_F026,What's your name?,angry
Ses04F_script01_2_F005,"What's going on here, Joe?",angry
Ses02M_script01_1_F026,"Trouble is you don't see enough women, you never did.",angry
Ses03M_script03_2_F024,"Adders don't snap, they sting.",angry
Ses04F_script03_2_M031,Very good idea.  I will.,angry
Ses05F_impro08_M004,"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",angry
Ses01F_impro05_F014,"You're kidding me, this is a joke.",angry
Ses01M_script03_2_F023,"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.",angry
Ses01F_script03_2_M022,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,angry
Ses04F_impro08_M019,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,angry
Ses02M_script03_2_F042,You're a beast. I hate you. Stop it. Stop it.,angry
Ses03M_script03_2_M043,You're not going nowhere. No you're not.,angry
Ses04M_script01_1_F039,You don't want to think like that.,angry
Ses01F_script03_2_M034,Turn it off.,angry
Ses03F_impro08_M014,"That's it? Okay, yeah.  What else?",angry
Ses03M_script01_1_F020,"Well what do you want me to do?  I mean, you're old enough to know your own mind.",angry
Ses04F_script03_2_M034,There are people downstairs I suppose.,angry
Ses04M_impro05_M009,"fifty dollars. No way, no.",angry
Ses04M_script03_2_M056,Whore.,angry
Ses01M_impro01_F022,"Maybe you never been to the D.M.V. before, maybe you should get back in line.  You know what?  sit in line again and if you get my number ask for different one.",angry
Ses05F_script01_1_F034,Are you crazy?,angry
Ses05F_impro02_M015,It doesn't make any sense.  It's stupid.  I told you you shouldn't go in the Army.,angry
Ses04M_script01_1_F018,What do you want me to do?  You're old enough to know your own mind.,angry
Ses04F_script01_2_F009,Probably a hundred people told her she's foolish but she's waited.,angry
Ses01M_script01_1_F042,"I don't understand you, do I?",angry
Ses04F_script03_2_M037,Turn it off.  It's driving me mad.,angry
Ses04F_script01_1_F036,You've got a business here.  What the hell is this?,angry
Ses03M_script03_2_F031,"On the contrary, a child of two can get violently drunk off just one glass of brandy.",angry
Ses02F_script03_2_F039,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",angry
Ses04F_impro05_F013,I didn't sign anything. I didn't sign anything. And you people have got to make-,angry
Ses01M_impro01_F012,Probably.,angry
Ses03M_script02_2_F011,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting.",angry
Ses01M_script01_2_F000,Why did he invite her here?,angry
Ses04F_script03_2_M027,I'm not in the least drunk.,angry
Ses04M_script03_2_M033,"I suppose you let him kiss you a good deal more then, hmm?",angry
Ses05M_script03_2_M027,I am not the slightest bit drunk.,angry
Ses05M_script01_1_F014,"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry.",angry
Ses03F_impro05_F015,"No, they said I couldn't lock it.",angry
Ses02F_script03_2_M038,Turn it off.,angry
Ses02F_script01_2_M016,What does that mean?  Me above all?,angry
Ses02M_script01_2_F005,What's going on here Joe?,angry
Ses01M_script01_2_M016,Look at you. You're shaking.,angry
Ses04M_script01_2_F003,Nobody comes seven hundred miles just to see.,angry
Ses04F_script01_1_M012,We've got to say it to him.,angry
Ses04M_script02_1_F010,So let's go home.,angry
Ses04F_impro04_F025,Well you- just you're doing something wrong.,angry
Ses03F_script03_2_M016,Nothing.,angry
Ses01M_impro05_M031,Thank you very much.,angry
Ses02F_script01_1_M013,"For God sakes, it's been three years.  Nobody comes back after three years.  It's insane.",angry
Ses04F_impro04_F030,What's my problem?  What's my problem? I don't have a job.,angry
Ses01F_script02_2_F016,"For God's sake, this is not about fish.",angry
Ses01M_impro05_M022,My computer which has all of my data which I'm collecting right now.,angry
Ses01M_impro05_M023,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,angry
